GENE       CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P
353288      17   38917490   38933411     37       9  150064      0.45298      0.32528
342574      17   38928060   38943786     49      13  150064      0.68676      0.24612
162605      17   38943448   38961211     59      15  150064      -1.4177      0.92187
3858        17   38969369   38983863     47      11  150064       -1.713      0.95664
147184      17   38970344   38997526     77      16  150064      -1.8907      0.97067
3859        17   39012430   39028462     39       9  150064     -0.73874      0.76997
54474       17   39027141   39046495     60      11  150064      0.35007      0.36314
25984       17   39073948   39098895    119      20  150064     -0.97082      0.83418
390792      17   39109669   39128144     76      10  150064     -0.13208      0.55254
125115      17   39128968   39148387    142      10  150064     -0.66897      0.74824
85293       17   39144682   39155385     81       6  150064     -0.80738      0.79027
83897       17   39150445   39161138     90       9  150064      -1.5058      0.93394
83896       17   39159773   39170366     51       5  150064     -0.71895      0.76391
83895       17   39177278   39188454     52       7  150064     -0.46685       0.6797
728255      17   39180929   39191377     56       7  150064     -0.42826      0.66577
81850       17   39185136   39196107     48       7  150064     -0.55794      0.71156
81851       17   39191811   39202713     42       6  150064     -0.22601       0.5894
81872       17   39197793   39208568     57       8  150064     -0.18244      0.57238
728279      17   39205750   39216463     33       9  150064      0.93319      0.17536
730755      17   39210492   39221344     49       5  150064     -0.10025      0.53993
85294       17   39216368   39227131     53       6  150064      -0.1502       0.5597
100132476   17   39235459   39246396     97       3  150064      0.84492      0.19908
728224      17   39248233   39259375    109       9  150064      0.77548      0.21903
100132386   17   39256641   39267740     75       5  150064      0.65273      0.25697
653240      17   39268433   39279606     93       5  150064      0.69307      0.24413
83755       17   39274343   39285419     63       3  150064       0.7777      0.21837
81871       17   39290685   39301739     34       7  150064      0.74918      0.22687
85289       17   39300176   39311054     25       6  150064      0.23475       0.4072
84616       17   39310905   39321983     19       7  150064     -0.43297      0.66748
85290       17   39318483   39329424     22       4  150064     -0.67142      0.74902
85291       17   39328698   39339460     71       3  150064      -0.7035      0.75913
85285       17   39335352   39346147     57       3  150064     -0.87714      0.80979
728318      17   39341139   39351891     22       6  150064     -0.78924      0.78502
83899       17   39377900   39388904     17       4  150064        1.363     0.086437
83900       17   39383715   39394706     24       4  150064       1.7633     0.038921
83901       17   39389270   39400256     41       5  150064       1.4903      0.06807
85280       17   39400939   39411905     37       4  150064       1.4191     0.077929
81870       17   39406636   39417616     28       3  150064        1.404     0.080153
100507608   17   39416630   39427112     20       7  150064      0.98647      0.16195
100505724   17   39426950   39437459     18       5  150064      0.56139      0.28727
100533177   17   39453078   39464103     39       4  150064       2.1097     0.017442
100505753   17   39458952   39470505     45       7  150064       1.3784     0.084034
83902       17   39466169   39476947     46       5  150064       1.4162     0.078356
3883        17   39497344   39512064     32       8  150064       1.3202      0.09339
3884        17   39514746   39531052     27       8  150064      0.28702      0.38705
3885        17   39528921   39543636     33      11  150064      0.23792      0.40597
3881        17   39544976   39558844     39       9  150064      0.67087      0.25115
8688        17   39571809   39585822     54       9  150064       1.3923     0.081921
8687        17   39587621   39602596     85      11  150064      0.19192       0.4239
3882        17   39610765   39628638    115       8  150064      -0.5374       0.7045
3886        17   39627941   39642392     75       8  150064     -0.12578      0.55005
8689        17   39637388   39653799     62      13  150064      0.24396      0.40363
3860        17   39652233   39666865     40       8  150064     -0.51277      0.69594
3866        17   39664997   39683033     34       5  150064      0.77896        0.218
3880        17   39674869   39689641     31       2  150064       1.0148       0.1551
3857        17   39717093   39733310     28       3  150064      0.30742      0.37926
3861        17   39733531   39748147     37       3  150064     0.076989      0.46932
3868        17   39761030   39774079     39       4  150064      0.34985      0.36323
3872        17   39770692   39785882     20       7  150064      -1.0749      0.85879
10209       17   39840127   39852898     13       4  150064      0.72176      0.23522
2520        17   39863578   39877221     58       4  150064     -0.54852      0.70833
9001        17   39873891   39895898     80       9  150064     -0.31331      0.62298
3728        17   39905859   39947964    121      17  150064     -0.62932      0.73543
10609       17   39953204   39973881     45       7  150064     -0.67758      0.75098
60681       17   39963962   39984469     51       7  150064      -0.9475      0.82831
115024      17   39976334   39997523     74       5  150064     -0.73382      0.76847
